,Date,Shares Outstanding,Code
13748,2008-05-09,17288849000.0,0003.HK
13749,2008-05-13,17288849000.0,0003.HK
13750,2008-05-14,17288849000.0,0003.HK
13751,2008-05-15,17288849000.0,0003.HK
13752,2008-05-16,17288849000.0,0003.HK
13753,2008-05-19,17288849000.0,0003.HK
13754,2008-05-20,17288849000.0,0003.HK
13755,2008-05-21,17288849000.0,0003.HK
13756,2008-05-22,17288849000.0,0003.HK
13757,2008-05-23,17288849000.0,0003.HK
13758,2008-05-26,17288849000.0,0003.HK
13759,2008-05-27,17288849000.0,0003.HK
13760,2008-05-28,17288849000.0,0003.HK
13761,2008-05-29,17288849000.0,0003.HK
13762,2008-05-30,17288849000.0,0003.HK
13763,2008-06-02,17288849000.0,0003.HK
13764,2008-06-03,17288849000.0,0003.HK
13765,2008-06-04,17288849000.0,0003.HK
13766,2008-06-05,17288849000.0,0003.HK
13767,2008-06-06,17288849000.0,0003.HK
13768,2008-06-10,17288849000.0,0003.HK
13769,2008-06-11,17288849000.0,0003.HK
13770,2008-06-12,17288849000.0,0003.HK
13771,2008-06-13,17288849000.0,0003.HK
13772,2008-06-16,17288849000.0,0003.HK
13773,2008-06-17,17288849000.0,0003.HK
13774,2008-06-18,17288849000.0,0003.HK
13775,2008-06-19,17288849000.0,0003.HK
13776,2008-06-20,17288849000.0,0003.HK
13777,2008-06-23,17288849000.0,0003.HK
13778,2008-06-24,17288849000.0,0003.HK
13779,2008-06-25,17288849000.0,0003.HK
13780,2008-06-26,17288849000.0,0003.HK
13781,2008-06-27,17288849000.0,0003.HK
13782,2008-06-30,17288849000.0,0003.HK
13783,2008-07-02,17288849000.0,0003.HK
13784,2008-07-03,17288849000.0,0003.HK
13785,2008-07-04,17288849000.0,0003.HK
13786,2008-07-07,17288849000.0,0003.HK
13787,2008-07-08,17288849000.0,0003.HK
13788,2008-07-09,17288849000.0,0003.HK
13789,2008-07-10,17288849000.0,0003.HK
13790,2008-07-11,17288849000.0,0003.HK
13791,2008-07-14,17288849000.0,0003.HK
13792,2008-07-15,17288849000.0,0003.HK
13793,2008-07-16,17288849000.0,0003.HK
13794,2008-07-17,17288849000.0,0003.HK
13795,2008-07-18,17288849000.0,0003.HK
13796,2008-07-21,17288849000.0,0003.HK
13797,2008-07-22,17288849000.0,0003.HK
13798,2008-07-23,17288849000.0,0003.HK
13799,2008-07-24,17288849000.0,0003.HK
13800,2008-07-25,17288849000.0,0003.HK
13801,2008-07-28,17288849000.0,0003.HK
13802,2008-07-29,17288849000.0,0003.HK
13803,2008-07-30,17288849000.0,0003.HK
13804,2008-07-31,17288849000.0,0003.HK
13805,2008-08-01,17288849000.0,0003.HK
13806,2008-08-04,17288849000.0,0003.HK
13807,2008-08-05,17288849000.0,0003.HK
13808,2008-08-06,17288849000.0,0003.HK
13809,2008-08-07,17288849000.0,0003.HK
13810,2008-08-08,17288849000.0,0003.HK
13811,2008-08-11,17288849000.0,0003.HK
13812,2008-08-12,17288849000.0,0003.HK
13813,2008-08-13,17288849000.0,0003.HK
13814,2008-08-14,17288849000.0,0003.HK
13815,2008-08-15,17288849000.0,0003.HK
13816,2008-08-18,17288849000.0,0003.HK
13817,2008-08-19,17288849000.0,0003.HK
13818,2008-08-20,17288849000.0,0003.HK
13819,2008-08-21,17288849000.0,0003.HK
13820,2008-08-22,17288849000.0,0003.HK
13821,2008-08-25,17288849000.0,0003.HK
13822,2008-08-26,17288849000.0,0003.HK
13823,2008-08-27,17288849000.0,0003.HK
13824,2008-08-28,17288849000.0,0003.HK
13825,2008-08-29,17288849000.0,0003.HK
13826,2008-09-01,17288849000.0,0003.HK
13827,2008-09-02,17288849000.0,0003.HK
13828,2008-09-03,17288849000.0,0003.HK
13829,2008-09-04,17288849000.0,0003.HK
13830,2008-09-05,17288849000.0,0003.HK
13831,2008-09-08,17288849000.0,0003.HK
13832,2008-09-09,17288849000.0,0003.HK
13833,2008-09-10,17288849000.0,0003.HK
13834,2008-09-11,17288849000.0,0003.HK
13835,2008-09-12,17288849000.0,0003.HK
13836,2008-09-16,17288849000.0,0003.HK
13837,2008-09-17,17288849000.0,0003.HK
13838,2008-09-18,17288849000.0,0003.HK
13839,2008-09-19,17288849000.0,0003.HK
13840,2008-09-22,17288849000.0,0003.HK
13841,2008-09-23,17288849000.0,0003.HK
13842,2008-09-24,17288849000.0,0003.HK
13843,2008-09-25,17288849000.0,0003.HK
13844,2008-09-26,17288849000.0,0003.HK
13845,2008-09-29,17288849000.0,0003.HK
13846,2008-09-30,17288849000.0,0003.HK
13847,2008-10-02,17288849000.0,0003.HK
13848,2008-10-03,17288849000.0,0003.HK
13849,2008-10-06,17288849000.0,0003.HK
13850,2008-10-08,17288849000.0,0003.HK
13851,2008-10-09,17288849000.0,0003.HK
13852,2008-10-10,17288849000.0,0003.HK
13853,2008-10-13,17288849000.0,0003.HK
13854,2008-10-14,17288849000.0,0003.HK
13855,2008-10-15,17288849000.0,0003.HK
13856,2008-10-16,17288849000.0,0003.HK
13857,2008-10-17,17288849000.0,0003.HK
13858,2008-10-20,17288849000.0,0003.HK
13859,2008-10-21,17288849000.0,0003.HK
13860,2008-10-22,17288849000.0,0003.HK
13861,2008-10-23,17288849000.0,0003.HK
13862,2008-10-24,17288849000.0,0003.HK
13863,2008-10-27,17288849000.0,0003.HK
13864,2008-10-28,17288849000.0,0003.HK
13865,2008-10-29,17288849000.0,0003.HK
13866,2008-10-30,17288849000.0,0003.HK
13867,2008-10-31,17288849000.0,0003.HK
13868,2008-11-03,17288849000.0,0003.HK
13869,2008-11-04,17288849000.0,0003.HK
13870,2008-11-05,17288849000.0,0003.HK
13871,2008-11-06,17288849000.0,0003.HK
13872,2008-11-07,17288849000.0,0003.HK
13873,2008-11-10,17288849000.0,0003.HK
13874,2008-11-11,17288849000.0,0003.HK
13875,2008-11-12,17288849000.0,0003.HK
13876,2008-11-13,17288849000.0,0003.HK
13877,2008-11-14,17288849000.0,0003.HK
13878,2008-11-17,17288849000.0,0003.HK
13879,2008-11-18,17288849000.0,0003.HK
13880,2008-11-19,17288849000.0,0003.HK
13881,2008-11-20,17288849000.0,0003.HK
13882,2008-11-21,17288849000.0,0003.HK
13883,2008-11-24,17288849000.0,0003.HK
13884,2008-11-25,17288849000.0,0003.HK
13885,2008-11-26,17288849000.0,0003.HK
13886,2008-11-27,17288849000.0,0003.HK
13887,2008-11-28,17288849000.0,0003.HK
13888,2008-12-01,17288849000.0,0003.HK
13889,2008-12-02,17288849000.0,0003.HK
13890,2008-12-03,17288849000.0,0003.HK
13891,2008-12-04,17288849000.0,0003.HK
13892,2008-12-05,17288849000.0,0003.HK
13893,2008-12-08,17288849000.0,0003.HK
13894,2008-12-09,17288849000.0,0003.HK
13895,2008-12-10,17288849000.0,0003.HK
13896,2008-12-11,17288849000.0,0003.HK
13897,2008-12-12,17288849000.0,0003.HK
13898,2008-12-15,17288849000.0,0003.HK
13899,2008-12-16,17288849000.0,0003.HK
13900,2008-12-17,17288849000.0,0003.HK
13901,2008-12-18,17288849000.0,0003.HK
13902,2008-12-19,17288849000.0,0003.HK
13903,2008-12-22,17288849000.0,0003.HK
13904,2008-12-23,17288849000.0,0003.HK
13905,2008-12-24,17288849000.0,0003.HK
13906,2008-12-29,17288849000.0,0003.HK
13907,2008-12-30,17288849000.0,0003.HK
13908,2008-12-31,17288849000.0,0003.HK
13909,2009-01-02,17288849000.0,0003.HK
13910,2009-01-05,17288849000.0,0003.HK
13911,2009-01-06,17288849000.0,0003.HK
13912,2009-01-07,17288849000.0,0003.HK
13913,2009-01-08,17288849000.0,0003.HK
13914,2009-01-09,17288849000.0,0003.HK
13915,2009-01-12,17288849000.0,0003.HK
13916,2009-01-13,17288849000.0,0003.HK
13917,2009-01-14,17288849000.0,0003.HK
13918,2009-01-15,17288849000.0,0003.HK
13919,2009-01-16,17288849000.0,0003.HK
13920,2009-01-19,17288849000.0,0003.HK
13921,2009-01-20,17288849000.0,0003.HK
13922,2009-01-21,17288849000.0,0003.HK
13923,2009-01-22,17288849000.0,0003.HK
13924,2009-01-23,17288849000.0,0003.HK
13925,2009-01-29,17288849000.0,0003.HK
13926,2009-01-30,17288849000.0,0003.HK
13927,2009-02-02,17288849000.0,0003.HK
13928,2009-02-03,17288849000.0,0003.HK
13929,2009-02-04,17288849000.0,0003.HK
13930,2009-02-05,17288849000.0,0003.HK
13931,2009-02-06,17288849000.0,0003.HK
13932,2009-02-09,17288849000.0,0003.HK
13933,2009-02-10,17288849000.0,0003.HK
13934,2009-02-11,17288849000.0,0003.HK
13935,2009-02-12,17288849000.0,0003.HK
13936,2009-02-13,17288849000.0,0003.HK
13937,2009-02-16,17288849000.0,0003.HK
13938,2009-02-17,17288849000.0,0003.HK
13939,2009-02-18,17288849000.0,0003.HK
13940,2009-02-19,17288849000.0,0003.HK
13941,2009-02-20,17288849000.0,0003.HK
13942,2009-02-23,17288849000.0,0003.HK
13943,2009-02-24,17288849000.0,0003.HK
13944,2009-02-25,17288849000.0,0003.HK
13945,2009-02-26,17288849000.0,0003.HK
13946,2009-02-27,17288849000.0,0003.HK
13947,2009-03-02,17288849000.0,0003.HK
13948,2009-03-03,17288849000.0,0003.HK
13949,2009-03-04,17288849000.0,0003.HK
13950,2009-03-05,17288849000.0,0003.HK
13951,2009-03-06,17288849000.0,0003.HK
13952,2009-03-09,17288849000.0,0003.HK
13953,2009-03-10,17288849000.0,0003.HK
13954,2009-03-11,17288849000.0,0003.HK
13955,2009-03-12,17288849000.0,0003.HK
13956,2009-03-13,17288849000.0,0003.HK
13957,2009-03-16,17288849000.0,0003.HK
13958,2009-03-17,17288849000.0,0003.HK
13959,2009-03-18,17288849000.0,0003.HK
13960,2009-03-19,17288849000.0,0003.HK
13961,2009-03-20,17288849000.0,0003.HK
13962,2009-03-23,17288849000.0,0003.HK
13963,2009-03-24,17288849000.0,0003.HK
13964,2009-03-25,17288849000.0,0003.HK
13965,2009-03-26,17288849000.0,0003.HK
13966,2009-03-27,17288849000.0,0003.HK
13967,2009-03-30,17288849000.0,0003.HK
13968,2009-03-31,17288849000.0,0003.HK
13969,2009-04-01,17288849000.0,0003.HK
13970,2009-04-02,17270471999.999996,0003.HK
13971,2009-04-03,17265582000.0,0003.HK
13972,2009-04-06,17265582000.0,0003.HK
13973,2009-04-07,17265582000.0,0003.HK
13974,2009-04-08,17260404000.0,0003.HK
13975,2009-04-09,17257690000.0,0003.HK
13976,2009-04-14,17257690000.0,0003.HK
13977,2009-04-15,17257690000.0,0003.HK
13978,2009-04-16,17257690000.0,0003.HK
13979,2009-04-17,17249968000.0,0003.HK
13980,2009-04-20,17249968000.0,0003.HK
13981,2009-04-21,17249968000.0,0003.HK
13982,2009-04-22,17249968000.0,0003.HK
13983,2009-04-23,17249968000.0,0003.HK
13984,2009-04-24,17249968000.0,0003.HK
13985,2009-04-27,17249968000.0,0003.HK
13986,2009-04-28,17209623000.0,0003.HK
13987,2009-04-29,17209623000.0,0003.HK
13988,2009-04-30,17209623000.0,0003.HK
13989,2009-05-04,17209623000.0,0003.HK
13990,2009-05-05,17209623000.0,0003.HK
13991,2009-05-06,17166681000.0,0003.HK
13992,2009-05-07,17131621000.0,0003.HK
13993,2009-05-08,17131621000.0,0003.HK
13994,2009-05-11,17131621000.0,0003.HK
13995,2009-05-12,17131621000.0,0003.HK
13996,2009-05-13,17131621000.0,0003.HK
13997,2009-05-14,17131621000.0,0003.HK
13998,2009-05-15,17131621000.0,0003.HK
13999,2009-05-18,17131621000.0,0003.HK
14000,2009-05-19,17131621000.0,0003.HK
14001,2009-05-20,17131621000.0,0003.HK
14002,2009-05-21,17131621000.0,0003.HK
14003,2009-05-22,17131621000.0,0003.HK
14004,2009-05-25,17131621000.0,0003.HK
14005,2009-05-26,17131621000.0,0003.HK
14006,2009-05-27,17131621000.0,0003.HK
14007,2009-05-29,17131621000.0,0003.HK
14008,2009-06-01,17131621000.0,0003.HK
14009,2009-06-02,17131621000.0,0003.HK
14010,2009-06-03,17131621000.0,0003.HK
14011,2009-06-04,17131621000.0,0003.HK
14012,2009-06-05,17076133000.000002,0003.HK
14013,2009-06-08,17076133000.000002,0003.HK
14014,2009-06-09,17076133000.000002,0003.HK
14015,2009-06-10,17076133000.000002,0003.HK
14016,2009-06-11,17076133000.000002,0003.HK
14017,2009-06-12,17076133000.000002,0003.HK
14018,2009-06-15,17076133000.000002,0003.HK
14019,2009-06-16,17073731000.0,0003.HK
14020,2009-06-17,17073731000.0,0003.HK
14021,2009-06-18,17064965000.0,0003.HK
14022,2009-06-19,17064965000.0,0003.HK
14023,2009-06-22,17064965000.0,0003.HK
14024,2009-06-23,17064965000.0,0003.HK
14025,2009-06-24,17064965000.0,0003.HK
14026,2009-06-25,17064965000.0,0003.HK
14027,2009-06-26,17064965000.0,0003.HK
14028,2009-06-29,17064965000.0,0003.HK
14029,2009-06-30,17064965000.0,0003.HK
14030,2009-07-02,17064965000.0,0003.HK
14031,2009-07-03,17064965000.0,0003.HK
14032,2009-07-06,17017961000.0,0003.HK
14033,2009-07-07,17017961000.0,0003.HK
14034,2009-07-08,17015553000.0,0003.HK
14035,2009-07-09,17015553000.0,0003.HK
14036,2009-07-10,17015553000.0,0003.HK
14037,2009-07-13,17015553000.0,0003.HK
14038,2009-07-14,17015553000.0,0003.HK
14039,2009-07-15,17015553000.0,0003.HK
14040,2009-07-16,17015553000.0,0003.HK
14041,2009-07-17,17015553000.0,0003.HK
14042,2009-07-20,17015553000.0,0003.HK
14043,2009-07-21,17015553000.0,0003.HK
14044,2009-07-22,17015553000.0,0003.HK
14045,2009-07-23,17015553000.0,0003.HK
14046,2009-07-24,16998794999.999998,0003.HK
14047,2009-07-27,16998794999.999998,0003.HK
14048,2009-07-28,16998794999.999998,0003.HK
14049,2009-07-29,16998794999.999998,0003.HK
14050,2009-07-30,16998794999.999998,0003.HK
14051,2009-07-31,16998794999.999998,0003.HK
14052,2009-08-03,16998794999.999998,0003.HK
14053,2009-08-04,16998794999.999998,0003.HK
14054,2009-08-05,16998794999.999998,0003.HK
14055,2009-08-06,16998794999.999998,0003.HK
14056,2009-08-07,16998095000.000002,0003.HK
14057,2009-08-10,16998095000.000002,0003.HK
14058,2009-08-11,16998095000.000002,0003.HK
14059,2009-08-12,16998095000.000002,0003.HK
14060,2009-08-13,16998095000.000002,0003.HK
14061,2009-08-14,16998095000.000002,0003.HK
14062,2009-08-17,16998095000.000002,0003.HK
14063,2009-08-18,16998095000.000002,0003.HK
14064,2009-08-19,16998095000.000002,0003.HK
14065,2009-08-20,16998095000.000002,0003.HK
14066,2009-08-21,16998095000.000002,0003.HK
14067,2009-08-24,16998095000.000002,0003.HK
14068,2009-08-25,16998095000.000002,0003.HK
14069,2009-08-26,16998095000.000002,0003.HK
14070,2009-08-27,16998095000.000002,0003.HK
14071,2009-08-28,16998095000.000002,0003.HK
14072,2009-08-31,16998095000.000002,0003.HK
14073,2009-09-01,16991650000.000002,0003.HK
14074,2009-09-02,16991650000.000002,0003.HK
14075,2009-09-03,16991650000.000002,0003.HK
14076,2009-09-04,16991650000.000002,0003.HK
14077,2009-09-07,16991650000.000002,0003.HK
14078,2009-09-08,16991650000.000002,0003.HK
14079,2009-09-09,16991650000.000002,0003.HK
14080,2009-09-10,16988952000.000002,0003.HK
14081,2009-09-11,16988952000.000002,0003.HK
14082,2009-09-14,16980837000.0,0003.HK
14083,2009-09-15,16980837000.0,0003.HK
14084,2009-09-16,16980837000.0,0003.HK
14085,2009-09-17,16980837000.0,0003.HK
14086,2009-09-18,16979696000.0,0003.HK
14087,2009-09-21,16979696000.0,0003.HK
14088,2009-09-22,16976713000.0,0003.HK
14089,2009-09-23,16976713000.0,0003.HK
14090,2009-09-24,16976713000.0,0003.HK
14091,2009-09-25,16971634999.999998,0003.HK
14092,2009-09-28,16955771000.0,0003.HK
14093,2009-09-29,16955771000.0,0003.HK
14094,2009-09-30,16955771000.0,0003.HK
14095,2009-10-02,16955771000.0,0003.HK
14096,2009-10-05,16955771000.0,0003.HK
14097,2009-10-06,16955771000.0,0003.HK
14098,2009-10-07,16955771000.0,0003.HK
14099,2009-10-08,16944158000.0,0003.HK
14100,2009-10-09,16944158000.0,0003.HK
14101,2009-10-12,16944158000.0,0003.HK
14102,2009-10-13,16944158000.0,0003.HK
14103,2009-10-14,16944158000.0,0003.HK
14104,2009-10-15,16944158000.0,0003.HK
14105,2009-10-16,16944158000.0,0003.HK
14106,2009-10-19,16944158000.0,0003.HK
14107,2009-10-20,16944158000.0,0003.HK
14108,2009-10-21,16944158000.0,0003.HK
14109,2009-10-22,16944158000.0,0003.HK
14110,2009-10-23,16944158000.0,0003.HK
14111,2009-10-27,16944158000.0,0003.HK
14112,2009-10-28,16944158000.0,0003.HK
14113,2009-10-29,16944158000.0,0003.HK
14114,2009-10-30,16944158000.0,0003.HK
14115,2009-11-02,16944158000.0,0003.HK
14116,2009-11-03,16944158000.0,0003.HK
14117,2009-11-04,16944158000.0,0003.HK
14118,2009-11-05,16944158000.0,0003.HK
14119,2009-11-06,16944158000.0,0003.HK
14120,2009-11-09,16935540000.0,0003.HK
14121,2009-11-10,16935540000.0,0003.HK
14122,2009-11-11,16935540000.0,0003.HK
14123,2009-11-12,16935540000.0,0003.HK
14124,2009-11-13,16935540000.0,0003.HK
14125,2009-11-16,16935540000.0,0003.HK
14126,2009-11-17,16935540000.0,0003.HK
14127,2009-11-18,16935540000.0,0003.HK
14128,2009-11-19,16935540000.0,0003.HK
14129,2009-11-20,16935540000.0,0003.HK
14130,2009-11-23,16935540000.0,0003.HK
14131,2009-11-24,16935540000.0,0003.HK
14132,2009-11-25,16935540000.0,0003.HK
14133,2009-11-26,16935540000.0,0003.HK
14134,2009-11-27,16935540000.0,0003.HK
14135,2009-11-30,16935540000.0,0003.HK
14136,2009-12-01,16935540000.0,0003.HK
14137,2009-12-02,16935540000.0,0003.HK
14138,2009-12-03,16935540000.0,0003.HK
14139,2009-12-04,16935540000.0,0003.HK
14140,2009-12-07,16935540000.0,0003.HK
14141,2009-12-08,16935540000.0,0003.HK
14142,2009-12-09,16935540000.0,0003.HK
14143,2009-12-10,16935540000.0,0003.HK
14144,2009-12-11,16935540000.0,0003.HK
14145,2009-12-14,16935540000.0,0003.HK
14146,2009-12-15,16935540000.0,0003.HK
14147,2009-12-16,16935540000.0,0003.HK
14148,2009-12-17,16935540000.0,0003.HK
14149,2009-12-18,16935540000.0,0003.HK
14150,2009-12-21,16935540000.0,0003.HK
14151,2009-12-22,16935540000.0,0003.HK
14152,2009-12-23,16935540000.0,0003.HK
14153,2009-12-24,16935540000.0,0003.HK
14154,2009-12-28,16935540000.0,0003.HK
14155,2009-12-29,16935540000.0,0003.HK
14156,2009-12-30,16935540000.0,0003.HK
14157,2009-12-31,16935540000.0,0003.HK
14158,2010-01-04,16935540000.0,0003.HK
14159,2010-01-05,16935540000.0,0003.HK
14160,2010-01-06,16935540000.0,0003.HK
14161,2010-01-07,16935540000.0,0003.HK
14162,2010-01-08,16935540000.0,0003.HK
14163,2010-01-11,16935540000.0,0003.HK
14164,2010-01-12,16935540000.0,0003.HK
14165,2010-01-13,16935540000.0,0003.HK
14166,2010-01-14,16935540000.0,0003.HK
14167,2010-01-15,16935540000.0,0003.HK
14168,2010-01-18,16935540000.0,0003.HK
14169,2010-01-19,16935540000.0,0003.HK
14170,2010-01-20,16935540000.0,0003.HK
14171,2010-01-21,16935540000.0,0003.HK
14172,2010-01-22,16935540000.0,0003.HK
14173,2010-01-25,16935540000.0,0003.HK
14174,2010-01-26,16935540000.0,0003.HK
14175,2010-01-27,16935540000.0,0003.HK
14176,2010-01-28,16935540000.0,0003.HK
14177,2010-01-29,16935540000.0,0003.HK
14178,2010-02-01,16935540000.0,0003.HK
14179,2010-02-02,16935540000.0,0003.HK
14180,2010-02-03,16935540000.0,0003.HK
14181,2010-02-04,16935540000.0,0003.HK
14182,2010-02-05,16935540000.0,0003.HK
14183,2010-02-08,16935540000.0,0003.HK
14184,2010-02-09,16935540000.0,0003.HK
14185,2010-02-10,16935540000.0,0003.HK
14186,2010-02-11,16935540000.0,0003.HK
14187,2010-02-12,16935540000.0,0003.HK
14188,2010-02-17,16935540000.0,0003.HK
14189,2010-02-18,16935540000.0,0003.HK
14190,2010-02-19,16935540000.0,0003.HK
14191,2010-02-22,16935540000.0,0003.HK
14192,2010-02-23,16935540000.0,0003.HK
14193,2010-02-24,16935540000.0,0003.HK
14194,2010-02-25,16935540000.0,0003.HK
14195,2010-02-26,16935540000.0,0003.HK
14196,2010-03-01,16935540000.0,0003.HK
14197,2010-03-02,16935540000.0,0003.HK
14198,2010-03-03,16935540000.0,0003.HK
14199,2010-03-04,16935540000.0,0003.HK
14200,2010-03-05,16935540000.0,0003.HK
14201,2010-03-08,16935540000.0,0003.HK
14202,2010-03-09,16935540000.0,0003.HK
14203,2010-03-10,16935540000.0,0003.HK
14204,2010-03-11,16935540000.0,0003.HK
14205,2010-03-12,16935540000.0,0003.HK
14206,2010-03-15,16935540000.0,0003.HK
14207,2010-03-16,16935540000.0,0003.HK
14208,2010-03-17,16935540000.0,0003.HK
14209,2010-03-18,16935540000.0,0003.HK
14210,2010-03-19,16935540000.0,0003.HK
14211,2010-03-22,16935540000.0,0003.HK
14212,2010-03-23,16935540000.0,0003.HK
14213,2010-03-24,16935540000.0,0003.HK
14214,2010-03-25,16935540000.0,0003.HK
14215,2010-03-26,16935540000.0,0003.HK
14216,2010-03-29,16935540000.0,0003.HK
14217,2010-03-30,16935540000.0,0003.HK
14218,2010-03-31,16935540000.0,0003.HK
14219,2010-04-01,16935540000.0,0003.HK
14220,2010-04-07,16935540000.0,0003.HK
14221,2010-04-08,16935540000.0,0003.HK
14222,2010-04-09,16935540000.0,0003.HK
14223,2010-04-12,16935540000.0,0003.HK
14224,2010-04-13,16935540000.0,0003.HK
14225,2010-04-14,16935540000.0,0003.HK
14226,2010-04-15,16935540000.0,0003.HK
14227,2010-04-16,16935540000.0,0003.HK
14228,2010-04-19,16935540000.0,0003.HK
14229,2010-04-20,16935540000.0,0003.HK
14230,2010-04-21,16935540000.0,0003.HK
14231,2010-04-22,16935540000.0,0003.HK
14232,2010-04-23,16935540000.0,0003.HK
14233,2010-04-26,16935540000.0,0003.HK
14234,2010-04-27,16935540000.0,0003.HK
14235,2010-04-28,16935540000.0,0003.HK
14236,2010-04-29,16935540000.0,0003.HK
14237,2010-04-30,16935540000.0,0003.HK
14238,2010-05-03,16935540000.0,0003.HK
14239,2010-05-04,16935540000.0,0003.HK
14240,2010-05-05,16935540000.0,0003.HK
14241,2010-05-06,16935540000.0,0003.HK
14242,2010-05-07,16935540000.0,0003.HK
14243,2010-05-10,16935540000.0,0003.HK
14244,2010-05-11,16935540000.0,0003.HK
14245,2010-05-12,16935540000.0,0003.HK
14246,2010-05-13,16935540000.0,0003.HK
14247,2010-05-14,16935539000.0,0003.HK
14248,2010-05-17,16935539000.0,0003.HK
14249,2010-05-18,16935539000.0,0003.HK
14250,2010-05-19,16935539000.0,0003.HK
14251,2010-05-20,16935539000.0,0003.HK
14252,2010-05-24,16935539000.0,0003.HK
14253,2010-05-25,16935539000.0,0003.HK
14254,2010-05-26,16935539000.0,0003.HK
14255,2010-05-27,16935539000.0,0003.HK
14256,2010-05-28,16935539000.0,0003.HK
14257,2010-05-31,16935539000.0,0003.HK
14258,2010-06-01,16935539000.0,0003.HK
14259,2010-06-02,16935539000.0,0003.HK
14260,2010-06-03,16935539000.0,0003.HK
14261,2010-06-04,16935539000.0,0003.HK
14262,2010-06-07,16935539000.0,0003.HK
14263,2010-06-08,16935539000.0,0003.HK
14264,2010-06-09,16935539000.0,0003.HK
14265,2010-06-10,16935539000.0,0003.HK
14266,2010-06-11,16935539000.0,0003.HK
14267,2010-06-14,16935539000.0,0003.HK
14268,2010-06-15,16935539000.0,0003.HK
14269,2010-06-17,16935539000.0,0003.HK
14270,2010-06-18,16935539000.0,0003.HK
14271,2010-06-21,16935539000.0,0003.HK
14272,2010-06-22,16935539000.0,0003.HK
14273,2010-06-23,16935539000.0,0003.HK
14274,2010-06-24,16935539000.0,0003.HK
14275,2010-06-25,16935539000.0,0003.HK
14276,2010-06-28,16935539000.0,0003.HK
14277,2010-06-29,16935539000.0,0003.HK
14278,2010-06-30,16935539000.0,0003.HK
14279,2010-07-02,16935539000.0,0003.HK
14280,2010-07-05,16935539000.0,0003.HK
14281,2010-07-06,16935539000.0,0003.HK
14282,2010-07-07,16935539000.0,0003.HK
14283,2010-07-08,16935539000.0,0003.HK
14284,2010-07-09,16935539000.0,0003.HK
14285,2010-07-12,16935539000.0,0003.HK
14286,2010-07-13,16935539000.0,0003.HK
14287,2010-07-14,16935539000.0,0003.HK
14288,2010-07-15,16935539000.0,0003.HK
