,Date,Shares Outstanding,Code
41013,2019-06-27,6236338000.000001,1093.HK
41014,2019-06-28,6236338000.000001,1093.HK
41015,2019-07-02,6236338000.000001,1093.HK
41016,2019-07-03,6236338000.000001,1093.HK
41017,2019-07-04,6236338000.000001,1093.HK
41018,2019-07-05,6236338000.000001,1093.HK
41019,2019-07-08,6236338000.000001,1093.HK
41020,2019-07-09,6236338000.000001,1093.HK
41021,2019-07-10,6236338000.000001,1093.HK
41022,2019-07-11,6236338000.000001,1093.HK
41023,2019-07-12,6236338000.000001,1093.HK
41024,2019-07-15,6236338000.000001,1093.HK
41025,2019-07-16,6236338000.000001,1093.HK
41026,2019-07-17,6236338000.000001,1093.HK
41027,2019-07-18,6236338000.000001,1093.HK
41028,2019-07-19,6236338000.000001,1093.HK
41029,2019-07-22,6236338000.000001,1093.HK
41030,2019-07-23,6236338000.000001,1093.HK
41031,2019-07-24,6236338000.000001,1093.HK
41032,2019-07-25,6236338000.000001,1093.HK
41033,2019-07-26,6236338000.000001,1093.HK
41034,2019-07-29,6236338000.000001,1093.HK
41035,2019-07-30,6236338000.000001,1093.HK
41036,2019-07-31,6236338000.000001,1093.HK
41037,2019-08-01,6236338000.000001,1093.HK
41038,2019-08-02,6236338000.000001,1093.HK
41039,2019-08-05,6236338000.000001,1093.HK
41040,2019-08-06,6236338000.000001,1093.HK
41041,2019-08-07,6236338000.000001,1093.HK
41042,2019-08-08,6236338000.000001,1093.HK
41043,2019-08-09,6236338000.000001,1093.HK
41044,2019-08-12,6236338000.000001,1093.HK
41045,2019-08-13,6236338000.000001,1093.HK
41046,2019-08-14,6236338000.000001,1093.HK
41047,2019-08-15,6236338000.000001,1093.HK
41048,2019-08-16,6236338000.000001,1093.HK
41049,2019-08-19,6236338000.000001,1093.HK
41050,2019-08-20,6236338000.000001,1093.HK
41051,2019-08-21,6236338000.000001,1093.HK
41052,2019-08-22,6236338000.000001,1093.HK
41053,2019-08-23,6236338000.000001,1093.HK
41054,2019-08-26,6236338000.000001,1093.HK
41055,2019-08-27,6236338000.000001,1093.HK
41056,2019-08-28,6236338000.000001,1093.HK
41057,2019-08-29,6236338000.000001,1093.HK
41058,2019-08-30,6236338000.000001,1093.HK
41059,2019-09-02,6236338000.000001,1093.HK
41060,2019-09-03,6236338000.000001,1093.HK
41061,2019-09-04,6236338000.000001,1093.HK
41062,2019-09-05,6236338000.000001,1093.HK
41063,2019-09-06,6236338000.000001,1093.HK
41064,2019-09-09,6236338000.000001,1093.HK
41065,2019-09-10,6236338000.000001,1093.HK
41066,2019-09-11,6236338000.000001,1093.HK
41067,2019-09-12,6236338000.000001,1093.HK
41068,2019-09-13,6236338000.000001,1093.HK
41069,2019-09-16,6236338000.000001,1093.HK
41070,2019-09-17,6236338000.000001,1093.HK
41071,2019-09-18,6236338000.000001,1093.HK
41072,2019-09-19,6236338000.000001,1093.HK
41073,2019-09-20,6236338000.000001,1093.HK
41074,2019-09-23,6236338000.000001,1093.HK
41075,2019-09-24,6236338000.000001,1093.HK
41076,2019-09-25,6236338000.000001,1093.HK
41077,2019-09-26,6236338000.000001,1093.HK
41078,2019-09-27,6236338000.000001,1093.HK
41079,2019-09-30,6236338000.000001,1093.HK
41080,2019-10-02,6236338000.000001,1093.HK
41081,2019-10-03,6236338000.000001,1093.HK
41082,2019-10-04,6236338000.000001,1093.HK
41083,2019-10-08,6236338000.000001,1093.HK
41084,2019-10-09,6236338000.000001,1093.HK
41085,2019-10-10,6236338000.000001,1093.HK
41086,2019-10-11,6236338000.000001,1093.HK
41087,1996-11-05,977190000.0,1109.HK
41088,1996-11-06,1218690000.0,1109.HK
41089,1996-11-07,1218690000.0,1109.HK
41090,1996-11-08,1218690000.0,1109.HK
41091,1996-11-11,1218690000.0,1109.HK
41092,1996-11-12,1218690000.0,1109.HK
41093,1996-11-13,1218690000.0,1109.HK
41094,1996-11-14,1221158000.0000002,1109.HK
41095,1996-11-15,1221158000.0000002,1109.HK
41096,1996-11-18,1240552000.0,1109.HK
41097,1996-11-19,1240970000.0,1109.HK
41098,1996-11-20,1241524000.0,1109.HK
41099,1996-11-21,1241851999.9999998,1109.HK
41100,1996-11-22,1241964000.0,1109.HK
41101,1996-11-25,1242136000.0,1109.HK
41102,1996-11-26,1242820000.0,1109.HK
41103,1996-11-27,1243226000.0,1109.HK
41104,1996-11-28,1243226000.0,1109.HK
41105,1996-11-29,1243864000.0,1109.HK
41106,1996-12-02,1243914000.0,1109.HK
41107,1996-12-03,1243962000.0,1109.HK
41108,1996-12-04,1243912000.0,1109.HK
41109,1996-12-05,1243932000.0,1109.HK
41110,1996-12-06,1243964000.0,1109.HK
41111,1996-12-09,1244081999.9999998,1109.HK
41112,1996-12-10,1244088000.0,1109.HK
41113,1996-12-11,1244088000.0,1109.HK
41114,1996-12-12,1244088000.0,1109.HK
41115,1996-12-13,1244088000.0,1109.HK
41116,1996-12-16,1244132000.0,1109.HK
41117,1996-12-17,1244144000.0,1109.HK
41118,1996-12-18,1244144000.0,1109.HK
41119,1996-12-19,1244256000.0,1109.HK
41120,1996-12-20,1244726000.0,1109.HK
41121,1996-12-23,1244726000.0,1109.HK
41122,1996-12-24,1244726000.0,1109.HK
41123,1996-12-25,1244726000.0,1109.HK
41124,1996-12-26,1244726000.0,1109.HK
41125,1996-12-27,1244726000.0,1109.HK
41126,1996-12-30,1244992000.0,1109.HK
41127,1996-12-31,1245000000.0,1109.HK
41128,1997-01-01,1245000000.0,1109.HK
41129,1997-01-02,1245000000.0,1109.HK
41130,1997-01-03,1245000000.0,1109.HK
41131,1997-01-06,1245000000.0,1109.HK
41132,1997-01-07,1245000000.0,1109.HK
41133,1997-01-08,1245000000.0,1109.HK
41134,1997-01-09,1245000000.0,1109.HK
41135,1997-01-10,1245000000.0,1109.HK
41136,1997-01-13,1245000000.0,1109.HK
41137,1997-01-14,1245000000.0,1109.HK
41138,1997-01-15,1245000000.0,1109.HK
41139,1997-01-16,1245000000.0,1109.HK
41140,1997-01-17,1245000000.0,1109.HK
41141,1997-01-20,1245000000.0,1109.HK
41142,1997-01-21,1245000000.0,1109.HK
41143,1997-01-22,1245000000.0,1109.HK
41144,1997-01-23,1245000000.0,1109.HK
41145,1997-01-24,1245000000.0,1109.HK
41146,1997-01-27,1245000000.0,1109.HK
41147,1997-01-28,1245000000.0,1109.HK
41148,1997-01-29,1245000000.0,1109.HK
41149,1997-01-30,1245000000.0,1109.HK
41150,1997-01-31,1245000000.0,1109.HK
41151,1997-02-03,1245000000.0,1109.HK
41152,1997-02-04,1245000000.0,1109.HK
41153,1997-02-05,1245000000.0,1109.HK
41154,1997-02-06,1245000000.0,1109.HK
41155,1997-02-07,1245000000.0,1109.HK
41156,1997-02-10,1245000000.0,1109.HK
41157,1997-02-11,1245000000.0,1109.HK
41158,1997-02-12,1245000000.0,1109.HK
41159,1997-02-13,1245000000.0,1109.HK
41160,1997-02-14,1245000000.0,1109.HK
41161,1997-02-17,1245000000.0,1109.HK
41162,1997-02-18,1245000000.0,1109.HK
41163,1997-02-19,1245000000.0,1109.HK
41164,1997-02-20,1245000000.0,1109.HK
41165,1997-02-21,1245000000.0,1109.HK
41166,1997-02-24,1245000000.0,1109.HK
41167,1997-02-25,1245000000.0,1109.HK
41168,1997-02-26,1245000000.0,1109.HK
41169,1997-02-27,1245000000.0,1109.HK
41170,1997-02-28,1245000000.0,1109.HK
41171,1997-03-03,1245000000.0,1109.HK
41172,1997-03-04,1245000000.0,1109.HK
41173,1997-03-05,1245000000.0,1109.HK
41174,1997-03-06,1245000000.0,1109.HK
41175,1997-03-07,1245000000.0,1109.HK
41176,1997-03-10,1245000000.0,1109.HK
41177,1997-03-11,1245000000.0,1109.HK
41178,1997-03-12,1245000000.0,1109.HK
41179,1997-03-13,1245000000.0,1109.HK
41180,1997-03-14,1245000000.0,1109.HK
41181,1997-03-17,1245000000.0,1109.HK
41182,1997-03-18,1245000000.0,1109.HK
41183,1997-03-19,1245000000.0,1109.HK
41184,1997-03-20,1245000000.0,1109.HK
41185,1997-03-21,1245000000.0,1109.HK
41186,1997-03-24,1245000000.0,1109.HK
41187,1997-03-25,1245000000.0,1109.HK
41188,1997-03-26,1245000000.0,1109.HK
41189,1997-03-27,1245000000.0,1109.HK
41190,1997-03-28,1245000000.0,1109.HK
41191,1997-03-31,1245000000.0,1109.HK
41192,1997-04-01,1245000000.0,1109.HK
41193,1997-04-02,1245000000.0,1109.HK
41194,1997-04-03,1245000000.0,1109.HK
41195,1997-04-04,1245000000.0,1109.HK
41196,1997-04-07,1245000000.0,1109.HK
41197,1997-04-08,1245000000.0,1109.HK
41198,1997-04-09,1245000000.0,1109.HK
41199,1997-04-10,1245000000.0,1109.HK
41200,1997-04-11,1245000000.0,1109.HK
41201,1997-04-14,1245000000.0,1109.HK
41202,1997-04-15,1245000000.0,1109.HK
41203,1997-04-16,1245000000.0,1109.HK
41204,1997-04-17,1245000000.0,1109.HK
41205,1997-04-18,1245000000.0,1109.HK
41206,1997-04-21,1245000000.0,1109.HK
41207,1997-04-22,1245000000.0,1109.HK
41208,1997-04-23,1245000000.0,1109.HK
41209,1997-04-24,1245000000.0,1109.HK
41210,1997-04-25,1245000000.0,1109.HK
41211,1997-04-28,1245000000.0,1109.HK
41212,1997-04-29,1245000000.0,1109.HK
41213,1997-04-30,1245000000.0,1109.HK
41214,1997-05-01,1245000000.0,1109.HK
41215,1997-05-02,1245000000.0,1109.HK
41216,1997-05-05,1245000000.0,1109.HK
41217,1997-05-06,1245000000.0,1109.HK
41218,1997-05-07,1245000000.0,1109.HK
41219,1997-05-08,1245000000.0,1109.HK
41220,1997-05-09,1245000000.0,1109.HK
41221,1997-05-12,1245000000.0,1109.HK
41222,1997-05-13,1245000000.0,1109.HK
41223,1997-05-14,1245000000.0,1109.HK
41224,1997-05-15,1245000000.0,1109.HK
41225,1997-05-16,1245000000.0,1109.HK
41226,1997-05-19,1245000000.0,1109.HK
41227,1997-05-20,1245000000.0,1109.HK
41228,1997-05-21,1245000000.0,1109.HK
41229,1997-05-22,1245000000.0,1109.HK
41230,1997-05-23,1245000000.0,1109.HK
41231,1997-05-26,1245000000.0,1109.HK
41232,1997-05-27,1245000000.0,1109.HK
41233,1997-05-28,1245000000.0,1109.HK
41234,1997-05-29,1245000000.0,1109.HK
41235,1997-05-30,1245000000.0,1109.HK
41236,1997-06-02,1245000000.0,1109.HK
41237,1997-06-03,1245000000.0,1109.HK
41238,1997-06-04,1245000000.0,1109.HK
41239,1997-06-05,1245000000.0,1109.HK
41240,1997-06-06,1245000000.0,1109.HK
41241,1997-06-10,1245000000.0,1109.HK
41242,1997-06-11,1245000000.0,1109.HK
41243,1997-06-12,1245000000.0,1109.HK
41244,1997-06-13,1245000000.0,1109.HK
41245,1997-06-16,1245000000.0,1109.HK
41246,1997-06-17,1245000000.0,1109.HK
41247,1997-06-18,1245000000.0,1109.HK
41248,1997-06-19,1245000000.0,1109.HK
41249,1997-06-20,1245000000.0,1109.HK
41250,1997-06-23,1245000000.0,1109.HK
41251,1997-06-24,1245000000.0,1109.HK
41252,1997-06-25,1245000000.0,1109.HK
41253,1997-06-26,1245000000.0,1109.HK
41254,1997-06-27,1245000000.0,1109.HK
41255,1997-07-03,1245000000.0,1109.HK
41256,1997-07-04,1245000000.0,1109.HK
41257,1997-07-07,1245000000.0,1109.HK
41258,1997-07-08,1245000000.0,1109.HK
41259,1997-07-09,1245000000.0,1109.HK
41260,1997-07-10,1245000000.0,1109.HK
41261,1997-07-11,1245000000.0,1109.HK
41262,1997-07-14,1245000000.0,1109.HK
41263,1997-07-15,1245000000.0,1109.HK
41264,1997-07-16,1245000000.0,1109.HK
41265,1997-07-17,1245000000.0,1109.HK
41266,1997-07-18,1245000000.0,1109.HK
41267,1997-07-21,1245000000.0,1109.HK
41268,1997-07-22,1245000000.0,1109.HK
41269,1997-07-23,1245000000.0,1109.HK
41270,1997-07-24,1245000000.0,1109.HK
41271,1997-07-25,1245000000.0,1109.HK
41272,1997-07-28,1245000000.0,1109.HK
41273,1997-07-29,1245000000.0,1109.HK
41274,1997-07-30,1245000000.0,1109.HK
41275,1997-07-31,1245000000.0,1109.HK
41276,1997-08-01,1245000000.0,1109.HK
41277,1997-08-04,1245000000.0,1109.HK
41278,1997-08-05,1245000000.0,1109.HK
41279,1997-08-06,1245000000.0,1109.HK
41280,1997-08-07,1245000000.0,1109.HK
41281,1997-08-08,1245000000.0,1109.HK
41282,1997-08-11,1245000000.0,1109.HK
41283,1997-08-12,1245000000.0,1109.HK
41284,1997-08-13,1245000000.0,1109.HK
41285,1997-08-14,1245000000.0,1109.HK
41286,1997-08-15,1245000000.0,1109.HK
41287,1997-08-19,1245000000.0,1109.HK
41288,1997-08-20,1245000000.0,1109.HK
41289,1997-08-21,1245000000.0,1109.HK
41290,1997-08-22,1245000000.0,1109.HK
41291,1997-08-25,1245000000.0,1109.HK
41292,1997-08-26,1245000000.0,1109.HK
41293,1997-08-27,1245000000.0,1109.HK
41294,1997-08-28,1245000000.0,1109.HK
41295,1997-08-29,1245000000.0,1109.HK
41296,1997-09-01,1245000000.0,1109.HK
41297,1997-09-02,1245000000.0,1109.HK
41298,1997-09-03,1245000000.0,1109.HK
41299,1997-09-04,1245000000.0,1109.HK
41300,1997-09-05,1245000000.0,1109.HK
41301,1997-09-08,1245000000.0,1109.HK
41302,1997-09-09,1245000000.0,1109.HK
41303,1997-09-10,1245000000.0,1109.HK
41304,1997-09-11,1245000000.0,1109.HK
41305,1997-09-12,1245000000.0,1109.HK
41306,1997-09-15,1245000000.0,1109.HK
41307,1997-09-16,1245000000.0,1109.HK
41308,1997-09-18,1245000000.0,1109.HK
41309,1997-09-19,1245000000.0,1109.HK
41310,1997-09-22,1245000000.0,1109.HK
41311,1997-09-23,1245000000.0,1109.HK
41312,1997-09-24,1245000000.0,1109.HK
41313,1997-09-25,1245000000.0,1109.HK
41314,1997-09-26,1245000000.0,1109.HK
41315,1997-09-29,1245000000.0,1109.HK
41316,1997-09-30,1245000000.0,1109.HK
41317,1997-10-03,1245000000.0,1109.HK
41318,1997-10-06,1245000000.0,1109.HK
41319,1997-10-07,1245000000.0,1109.HK
41320,1997-10-08,1245000000.0,1109.HK
41321,1997-10-09,1245000000.0,1109.HK
41322,1997-10-13,1245000000.0,1109.HK
41323,1997-10-14,1245000000.0,1109.HK
41324,1997-10-15,1245000000.0,1109.HK
41325,1997-10-16,1245000000.0,1109.HK
41326,1997-10-17,1245000000.0,1109.HK
41327,1997-10-20,1245000000.0,1109.HK
41328,1997-10-21,1245000000.0,1109.HK
41329,1997-10-22,1245000000.0,1109.HK
41330,1997-10-23,1245000000.0,1109.HK
41331,1997-10-24,1245000000.0,1109.HK
41332,1997-10-27,1245000000.0,1109.HK
41333,1997-10-28,1245000000.0,1109.HK
41334,1997-10-29,1245000000.0,1109.HK
41335,1997-10-30,1245000000.0,1109.HK
41336,1997-10-31,1245000000.0,1109.HK
41337,1997-11-03,1245000000.0,1109.HK
41338,1997-11-04,1245000000.0,1109.HK
41339,1997-11-05,1245000000.0,1109.HK
41340,1997-11-06,1245000000.0,1109.HK
41341,1997-11-07,1245000000.0,1109.HK
41342,1997-11-10,1245000000.0,1109.HK
41343,1997-11-11,1245000000.0,1109.HK
41344,1997-11-12,1245000000.0,1109.HK
41345,1997-11-13,1245000000.0,1109.HK
41346,1997-11-14,1245000000.0,1109.HK
41347,1997-11-17,1245000000.0,1109.HK
41348,1997-11-18,1245000000.0,1109.HK
41349,1997-11-19,1245000000.0,1109.HK
41350,1997-11-20,1245000000.0,1109.HK
41351,1997-11-21,1245000000.0,1109.HK
41352,1997-11-24,1245000000.0,1109.HK
41353,1997-11-25,1245000000.0,1109.HK
41354,1997-11-26,1245000000.0,1109.HK
41355,1997-11-27,1245000000.0,1109.HK
41356,1997-11-28,1245000000.0,1109.HK
41357,1997-12-01,1245000000.0,1109.HK
41358,1997-12-02,1245000000.0,1109.HK
41359,1997-12-03,1245000000.0,1109.HK
41360,1997-12-04,1245000000.0,1109.HK
41361,1997-12-05,1245000000.0,1109.HK
41362,1997-12-08,1245000000.0,1109.HK
41363,1997-12-09,1245000000.0,1109.HK
41364,1997-12-10,1245000000.0,1109.HK
41365,1997-12-11,1245000000.0,1109.HK
41366,1997-12-12,1245000000.0,1109.HK
41367,1997-12-15,1245000000.0,1109.HK
41368,1997-12-16,1245000000.0,1109.HK
41369,1997-12-17,1245000000.0,1109.HK
41370,1997-12-18,1245000000.0,1109.HK
41371,1997-12-19,1245000000.0,1109.HK
41372,1997-12-22,1245000000.0,1109.HK
41373,1997-12-23,1245000000.0,1109.HK
41374,1997-12-24,1245000000.0,1109.HK
41375,1997-12-29,1245000000.0,1109.HK
41376,1997-12-30,1245000000.0,1109.HK
41377,1997-12-31,1245000000.0,1109.HK
41378,1998-01-02,1245000000.0,1109.HK
41379,1998-01-05,1245000000.0,1109.HK
41380,1998-01-06,1245000000.0,1109.HK
41381,1998-01-07,1245000000.0,1109.HK
41382,1998-01-08,1245000000.0,1109.HK
41383,1998-01-09,1245000000.0,1109.HK
41384,1998-01-12,1245000000.0,1109.HK
41385,1998-01-13,1245000000.0,1109.HK
41386,1998-01-14,1245000000.0,1109.HK
41387,1998-01-15,1245000000.0,1109.HK
41388,1998-01-16,1245000000.0,1109.HK
41389,1998-01-19,1245000000.0,1109.HK
41390,1998-01-20,1245000000.0,1109.HK
41391,1998-01-21,1245000000.0,1109.HK
41392,1998-01-22,1245000000.0,1109.HK
41393,1998-01-23,1245000000.0,1109.HK
41394,1998-01-26,1245000000.0,1109.HK
41395,1998-01-27,1245000000.0,1109.HK
41396,1998-02-02,1245000000.0,1109.HK
41397,1998-02-03,1245000000.0,1109.HK
41398,1998-02-04,1245000000.0,1109.HK
41399,1998-02-05,1245000000.0,1109.HK
41400,1998-02-06,1245000000.0,1109.HK
41401,1998-02-09,1245000000.0,1109.HK
41402,1998-02-10,1245000000.0,1109.HK
41403,1998-02-11,1245000000.0,1109.HK
41404,1998-02-12,1245000000.0,1109.HK
41405,1998-02-13,1245000000.0,1109.HK
41406,1998-02-16,1245000000.0,1109.HK
41407,1998-02-17,1245000000.0,1109.HK
41408,1998-02-18,1245000000.0,1109.HK
41409,1998-02-19,1245000000.0,1109.HK
41410,1998-02-20,1245000000.0,1109.HK
41411,1998-02-23,1245000000.0,1109.HK
41412,1998-02-24,1245000000.0,1109.HK
41413,1998-02-25,1245000000.0,1109.HK
41414,1998-02-26,1245000000.0,1109.HK
41415,1998-02-27,1245000000.0,1109.HK
41416,1998-03-02,1245000000.0,1109.HK
41417,1998-03-03,1245000000.0,1109.HK
41418,1998-03-04,1245000000.0,1109.HK
41419,1998-03-05,1245000000.0,1109.HK
41420,1998-03-06,1245000000.0,1109.HK
41421,1998-03-09,1245000000.0,1109.HK
41422,1998-03-10,1245000000.0,1109.HK
41423,1998-03-11,1245000000.0,1109.HK
41424,1998-03-12,1245000000.0,1109.HK
41425,1998-03-13,1245000000.0,1109.HK
41426,1998-03-16,1245000000.0,1109.HK
41427,1998-03-17,1245000000.0,1109.HK
41428,1998-03-18,1245000000.0,1109.HK
41429,1998-03-19,1245000000.0,1109.HK
41430,1998-03-20,1245000000.0,1109.HK
41431,1998-03-23,1245000000.0,1109.HK
41432,1998-03-24,1245000000.0,1109.HK
41433,1998-03-25,1245000000.0,1109.HK
41434,1998-03-26,1245000000.0,1109.HK
41435,1998-03-27,1245000000.0,1109.HK
41436,1998-03-30,1245000000.0,1109.HK
41437,1998-03-31,1245000000.0,1109.HK
41438,1998-04-01,1245000000.0,1109.HK
41439,1998-04-02,1245000000.0,1109.HK
41440,1998-04-03,1247458999.9999998,1109.HK
41441,1998-04-07,1247458999.9999998,1109.HK
41442,1998-04-08,1247458999.9999998,1109.HK
41443,1998-04-09,1247458999.9999998,1109.HK
41444,1998-04-14,1247458999.9999998,1109.HK
41445,1998-04-15,1247458999.9999998,1109.HK
41446,1998-04-16,1247458999.9999998,1109.HK
41447,1998-04-17,1247458999.9999998,1109.HK
41448,1998-04-20,1247458999.9999998,1109.HK
41449,1998-04-21,1247458999.9999998,1109.HK
41450,1998-04-22,1247458999.9999998,1109.HK
41451,1998-04-23,1247458999.9999998,1109.HK
41452,1998-04-24,1247458999.9999998,1109.HK
41453,1998-04-27,1247458999.9999998,1109.HK
41454,1998-04-28,1247458999.9999998,1109.HK
41455,1998-04-29,1247458999.9999998,1109.HK
41456,1998-04-30,1247458999.9999998,1109.HK
41457,1998-05-01,1247458999.9999998,1109.HK
41458,1998-05-04,1247458999.9999998,1109.HK
41459,1998-05-05,1247458999.9999998,1109.HK
41460,1998-05-06,1247458999.9999998,1109.HK
41461,1998-05-07,1247458999.9999998,1109.HK
41462,1998-05-08,1247458999.9999998,1109.HK
41463,1998-05-11,1247458999.9999998,1109.HK
41464,1998-05-12,1247458999.9999998,1109.HK
41465,1998-05-13,1247458999.9999998,1109.HK
41466,1998-05-14,1247458999.9999998,1109.HK
41467,1998-05-15,1247458999.9999998,1109.HK
41468,1998-05-18,1247458999.9999998,1109.HK
41469,1998-05-19,1247458999.9999998,1109.HK
41470,1998-05-20,1247458999.9999998,1109.HK
41471,1998-05-21,1247458999.9999998,1109.HK
41472,1998-05-22,1247458999.9999998,1109.HK
41473,1998-05-25,1247458999.9999998,1109.HK
41474,1998-05-26,1247458999.9999998,1109.HK
41475,1998-05-27,1247458999.9999998,1109.HK
41476,1998-05-28,1247458999.9999998,1109.HK
41477,1998-05-29,1247458999.9999998,1109.HK
41478,1998-06-01,1247458999.9999998,1109.HK
41479,1998-06-02,1247458999.9999998,1109.HK
41480,1998-06-03,1247458999.9999998,1109.HK
41481,1998-06-04,1247458999.9999998,1109.HK
41482,1998-06-05,1247458999.9999998,1109.HK
41483,1998-06-08,1247458999.9999998,1109.HK
41484,1998-06-09,1247458999.9999998,1109.HK
41485,1998-06-10,1247458999.9999998,1109.HK
41486,1998-06-11,1247458999.9999998,1109.HK
41487,1998-06-12,1247458999.9999998,1109.HK
41488,1998-06-15,1247458999.9999998,1109.HK
41489,1998-06-16,1247458999.9999998,1109.HK
41490,1998-06-17,1247458999.9999998,1109.HK
41491,1998-06-18,1247458999.9999998,1109.HK
41492,1998-06-19,1247458999.9999998,1109.HK
41493,1998-06-22,1247458999.9999998,1109.HK
41494,1998-06-23,1247458999.9999998,1109.HK
41495,1998-06-24,1247458999.9999998,1109.HK
41496,1998-06-25,1247458999.9999998,1109.HK
41497,1998-06-26,1247458999.9999998,1109.HK
41498,1998-06-29,1247458999.9999998,1109.HK
41499,1998-06-30,1247458999.9999998,1109.HK
41500,1998-07-02,1247458999.9999998,1109.HK
41501,1998-07-03,1247458999.9999998,1109.HK
41502,1998-07-06,1247458999.9999998,1109.HK
41503,1998-07-07,1247458999.9999998,1109.HK
41504,1998-07-08,1247458999.9999998,1109.HK
41505,1998-07-09,1247458999.9999998,1109.HK
41506,1998-07-10,1247458999.9999998,1109.HK
41507,1998-07-13,1247458999.9999998,1109.HK
41508,1998-07-14,1247458999.9999998,1109.HK
41509,1998-07-15,1247458999.9999998,1109.HK
41510,1998-07-16,1247458999.9999998,1109.HK
41511,1998-07-17,1247458999.9999998,1109.HK
41512,1998-07-20,1247458999.9999998,1109.HK
41513,1998-07-21,1247458999.9999998,1109.HK
41514,1998-07-22,1247458999.9999998,1109.HK
41515,1998-07-23,1247458999.9999998,1109.HK
41516,1998-07-24,1247458999.9999998,1109.HK
41517,1998-07-27,1247458999.9999998,1109.HK
41518,1998-07-28,1247458999.9999998,1109.HK
41519,1998-07-29,1247458999.9999998,1109.HK
41520,1998-07-30,1247458999.9999998,1109.HK
41521,1998-07-31,1247458999.9999998,1109.HK
41522,1998-08-03,1247458999.9999998,1109.HK
41523,1998-08-04,1247458999.9999998,1109.HK
41524,1998-08-05,1247458999.9999998,1109.HK
41525,1998-08-06,1247458999.9999998,1109.HK
41526,1998-08-07,1247458999.9999998,1109.HK
41527,1998-08-10,1247458999.9999998,1109.HK
41528,1998-08-11,1247458999.9999998,1109.HK
41529,1998-08-12,1247458999.9999998,1109.HK
41530,1998-08-13,1247458999.9999998,1109.HK
41531,1998-08-14,1247458999.9999998,1109.HK
41532,1998-08-18,1247458999.9999998,1109.HK
41533,1998-08-19,1247458999.9999998,1109.HK
41534,1998-08-20,1247458999.9999998,1109.HK
41535,1998-08-21,1247458999.9999998,1109.HK
41536,1998-08-24,1247458999.9999998,1109.HK
41537,1998-08-25,1247458999.9999998,1109.HK
41538,1998-08-26,1247458999.9999998,1109.HK
41539,1998-08-27,1247458999.9999998,1109.HK
41540,1998-08-28,1247458999.9999998,1109.HK
41541,1998-08-31,1247458999.9999998,1109.HK
41542,1998-09-01,1247458999.9999998,1109.HK
41543,1998-09-02,1247458999.9999998,1109.HK
41544,1998-09-03,1247458999.9999998,1109.HK
41545,1998-09-04,1247458999.9999998,1109.HK
41546,1998-09-07,1247458999.9999998,1109.HK
41547,1998-09-08,1247458999.9999998,1109.HK
41548,1998-09-09,1247458999.9999998,1109.HK
41549,1998-09-10,1247458999.9999998,1109.HK
41550,1998-09-11,1247458999.9999998,1109.HK
41551,1998-09-14,1247458999.9999998,1109.HK
41552,1998-09-15,1247458999.9999998,1109.HK
41553,1998-09-16,1247458999.9999998,1109.HK
41554,1998-09-17,1247458999.9999998,1109.HK
41555,1998-09-18,1247458999.9999998,1109.HK
41556,1998-09-21,1247458999.9999998,1109.HK
41557,1998-09-22,1247458999.9999998,1109.HK
41558,1998-09-23,1247458999.9999998,1109.HK
41559,1998-09-24,1247458999.9999998,1109.HK
41560,1998-09-25,1247458999.9999998,1109.HK
41561,1998-09-28,1247458999.9999998,1109.HK
41562,1998-09-29,1247458999.9999998,1109.HK
41563,1998-09-30,1247458999.9999998,1109.HK
41564,1998-10-05,1247458999.9999998,1109.HK
41565,1998-10-07,1247458999.9999998,1109.HK
41566,1998-10-08,1247458999.9999998,1109.HK
41567,1998-10-09,1247458999.9999998,1109.HK
41568,1998-10-12,1247458999.9999998,1109.HK
41569,1998-10-13,1247458999.9999998,1109.HK
41570,1998-10-14,1247458999.9999998,1109.HK
41571,1998-10-15,1247458999.9999998,1109.HK
41572,1998-10-16,1247458999.9999998,1109.HK
41573,1998-10-19,1247458999.9999998,1109.HK
41574,1998-10-20,1247458999.9999998,1109.HK
41575,1998-10-21,1247458999.9999998,1109.HK
41576,1998-10-22,1247458999.9999998,1109.HK
41577,1998-10-23,1247458999.9999998,1109.HK
41578,1998-10-26,1247458999.9999998,1109.HK
41579,1998-10-27,1247458999.9999998,1109.HK
41580,1998-10-29,1247458999.9999998,1109.HK
41581,1998-10-30,1247458999.9999998,1109.HK
41582,1998-11-02,1247458999.9999998,1109.HK
41583,1998-11-03,1247458999.9999998,1109.HK
41584,1998-11-04,1247458999.9999998,1109.HK
41585,1998-11-05,1247458999.9999998,1109.HK
41586,1998-11-06,1247458999.9999998,1109.HK
41587,1998-11-09,1247458999.9999998,1109.HK
41588,1998-11-10,1247458999.9999998,1109.HK
41589,1998-11-11,1247458999.9999998,1109.HK
41590,1998-11-12,1247458999.9999998,1109.HK
41591,1998-11-13,1247458999.9999998,1109.HK
41592,1998-11-16,1247458999.9999998,1109.HK
41593,1998-11-17,1247458999.9999998,1109.HK
41594,1998-11-18,1247458999.9999998,1109.HK
41595,1998-11-19,1247458999.9999998,1109.HK
41596,1998-11-20,1247458999.9999998,1109.HK
41597,1998-11-23,1247458999.9999998,1109.HK
41598,1998-11-24,1247458999.9999998,1109.HK
41599,1998-11-25,1247458999.9999998,1109.HK
41600,1998-11-26,1247458999.9999998,1109.HK
41601,1998-11-27,1247458999.9999998,1109.HK
41602,1998-11-30,1247458999.9999998,1109.HK
